segment_id,class,timestamp_start,timestamp_end,TP9_delta,TP9_theta,TP9_alpha,TP9_beta,TP9_gamma,AF7_delta,AF7_theta,AF7_alpha,AF7_beta,AF7_gamma,AF8_delta,AF8_theta,AF8_alpha,AF8_beta,AF8_gamma,TP10_delta,TP10_theta,TP10_alpha,TP10_beta,TP10_gamma
101,tiktok_under_4s_watched,1765396863.323004,1765396863.8191214,-25263621805294.07,-12947093793075.473,-60660382427.21062,-124349651437.83768,-63377197081.27878,-35611985472.83373,-78713131080.92914,-62639747456.78812,-40289126243.948135,-27020359934.25755,-7299370400823.409,-1148482300281.038,-132256880295.80591,-83100253355.02524,-65905650471.39594,7103982247.4979105,-13376656372.545635,-355495908378.2302,39141278303.26013,-428114940623.5018
102,tiktok_under_4s_watched,1765396865.244976,1765396865.741094,-17162756593404.9,-15031899155002.934,-394519665.51414734,-47885337960.49189,-114779962735.12743,-63134592261.36811,-105587071519.08466,-137510935191.33383,-2688927823.614994,-6928950502.355016,-1572821385372.9514,-2033862808237.7036,-198872417741.0371,-18711030120.242416,-63929503362.97647,35616999555.06785,-312914393139.8361,-888472498000.8439,-95191319578.30408,-2318399200724.348
103,tiktok_under_4s_watched,1765396866.557539,1765396867.0536563,-23975841441598.305,-6324046752739.35,-26970458019.390675,-157213588058.97888,-52621601521.20634,-24522793054.662098,3612180447.7456098,-8955150553.56906,-27627032930.498833,-16883744242.104898,-7973286133602.264,-2363088131750.333,-219794477587.93277,-79977785195.50008,-194914092356.54565,-15649473651.21256,-507008178883.14496,-494749422139.9048,65716619141.96706,-372704732631.8462
104,tiktok_under_4s_watched,1765396868.995154,1765396869.4912698,-62149633152284.516,-30335622078509.785,-105531212763.27098,-136029566569.36324,-130318955833.52115,-19232493377.97789,-21094042687.99267,-43959974738.33939,-66817218695.062325,-36987275162.45499,-2813703080249.837,-642914318550.1132,-193289614253.51593,-90148118776.79669,-132289626863.55956,18483685005.778793,-142960116319.10654,-161636611769.9364,39319186483.32804,-1538609641240.2913
105,tiktok_under_4s_watched,1765396879.9174623,1765396880.4135747,-20032722071041.1,-5476296891251.157,-8683960005.380007,-100751496937.45454,-83899186618.60136,-34032644433.403442,-106023728774.97266,-121871562385.87607,-8722964872.035923,-7612485217.695672,-37233882847.36061,175296065720.43216,-91664312948.81339,-63341099771.80898,-101363433623.15102,7854075297.57989,-119258284650.13199,-401420092919.8596,48199678830.297104,-444476205664.2256
106,tiktok_under_4s_watched,1765396896.324393,1765396896.8205037,13466748702792.646,1789541352796.914,8913809791.003016,-41332209148.68821,-50649497690.92002,-28307541811.24335,-17619596256.09163,-70101516391.82219,-62408298884.68609,-11041101221.232105,313442026810.443,480729697538.51135,130706984528.95818,-32673564540.3739,-108883089201.08263,11695950731.963362,-54499146571.23934,-247761495283.5578,-32991821355.780968,-1947853035980.5593
107,tiktok_under_4s_watched,1765396908.324861,1765396908.8209715,-49211748510612.8,-10505439768750.879,-27275870737.221745,-68537642353.36993,-119515915601.60081,-49842405498.45176,-85924270479.70105,-74095974979.77324,-57946050514.54961,-23699611234.32605,-10338344643080.389,-1562907192858.4863,-25738087282.291187,-37304366389.95301,-171995668743.13474,-1713712776.6595716,-191275017836.43875,-420537619450.93225,50711819037.78792,-403123664312.8473
108,tiktok_under_4s_watched,1765396917.8876874,1765396918.3838017,-32642145710469.883,-19331469067695.547,-54113518064.42472,-131033860322.32751,-126120321774.15437,-27198085063.657104,-75044425408.27798,-243861184184.14166,-37708531250.303055,-24340762982.76621,-373167631654.55774,1132935377263.3694,15436276611.401928,-50606638147.47631,-189206208336.31046,13399952011.996584,99049272139.97134,-259031780357.75275,28733200537.766796,-618439442121.0419
109,tiktok_under_4s_watched,1765396951.685612,1765396952.181717,-27081593268827.81,-21741229193289.723,-39878585332.27012,-103482511076.1215,-88879778198.40875,-19176269909.22016,-18903535766.57764,33461503313.734894,-12195955064.95594,-11621925740.954529,-532306892419.8861,-885632635919.7072,-81378141951.1961,-61169032956.46144,-198325463199.93448,2511226939.7014437,-103417919922.40567,-394331602380.307,35631365322.58951,-458243452319.27686
110,tiktok_under_4s_watched,1765396954.8731885,1765396955.3692925,-51362516462787.68,-27876786806593.824,-69581519737.33656,-168835586212.64648,-143666048466.32812,-31847334912.29187,-79381253473.9936,-150240595326.4872,-80282852487.28758,-26983752717.350086,-2618632329242.287,-864496051924.7816,-312103340949.047,-87755456362.5438,-180172570564.37003,-15932073469.578926,-468911152732.52203,-465276038018.0328,63611858580.86656,-363942501133.04236
111,tiktok_under_4s_watched,1765396964.1077645,1765396964.6038682,-48447047465751.6,-11156361136619.264,-66488043386.81973,-82062873395.91748,-80530340036.9757,-62451406744.634476,-42076309996.85432,-77722117965.28421,-64379869456.51444,-19262985063.835796,-3548389290732.4644,85635042527.40736,-124374049763.44547,-16747745451.89487,-17797591924.08303,10372756976.514175,17377434173.475002,-332833135272.1026,34153174248.38794,-60684433233.92489
112,tiktok_under_4s_watched,1765396966.0296817,1765396966.5257847,-61943320697669.49,-24632115230643.797,-27639989655.675266,-128921267974.19585,-110806745313.4658,-32095604871.03562,-11328567514.457094,-97965672900.09192,-46525727567.327,-27427607613.59656,-1648594791686.0266,23785156761.78163,-122915230012.08156,-38583835306.97255,-86972473971.02962,-410133904.0258933,-104538336772.11462,-323241535133.18274,66897680486.88796,-416278395949.59015
113,tiktok_under_4s_watched,1765396969.4047613,1765396969.9008696,-32742368612756.37,-9475975534100.977,-28365380438.38411,-156691876559.87106,-37055228509.365364,-49168444426.0777,-160962709624.30148,-74104040436.00684,-24478963893.857246,-14052383850.64394,-5127740154047.739,-5967826467.464992,88459703672.06024,-30794027551.080494,-27892134048.934597,-369756074.09225965,-110591480330.35617,-121324928676.33446,18216298033.42018,-1584195902249.4875
114,tiktok_under_4s_watched,1765397029.968362,1765397030.4644587,-23799971039198.51,-7586165667757.197,-39451976576.725006,-35167223139.057945,-29829706186.274372,-20290819180.99949,6440284892.741645,-107192946030.58893,-8787010593.747223,-14371243762.004208,-3093803495314.8237,-689888039431.1393,-97285172273.35974,-67452308823.645134,-205332452422.29105,-4715914700.246628,-256510884914.99124,-429300284122.811,49365831253.95878,-174371791330.713
115,tiktok_under_4s_watched,1765397031.4683747,1765397031.9644718,-17432616862674.922,-8536985143943.668,-37963362042.305,-85375094405.02296,-78641212407.0495,-27585280712.152203,8099216811.8164425,-65710969380.1171,-25322167951.917023,1010079959.1162124,-5779159971617.382,-172607972976.01462,-6923484960.381866,-56644996204.00093,-64183629266.624596,25830317028.55774,-393501645020.9176,-1351776825896.5132,-173421651803.5599,-2855181849647.5703
116,tiktok_under_4s_watched,1765397033.202763,1765397033.6988635,18529353951279.96,9612595973623.19,7138592988.406205,-69909931410.80339,-41977063716.55407,-12309959392.269205,55807119265.03249,-4117959907.427627,-9128063512.958757,-16776470928.858122,877449616115.0281,2009481213542.2407,114466584085.59068,-32475866150.482906,-115651202295.70168,15640308535.474346,-526168295269.21356,-462448820984.2726,56058794920.77465,-1082028909333.2218
117,tiktok_under_4s_watched,1765397034.8902817,1765397035.3863797,3320368977297.577,-4566094914474.426,-56062211760.379395,-23711191079.764862,-75862199103.17921,-46436658638.127975,-70244620107.07356,-76687084714.66208,-38118423551.631744,-19919297417.294292,63386162226.447174,-1623436082254.3347,19054985695.82544,-70964856866.73096,-195973702699.01587,5956249879.7433815,-173936067806.07306,-334999465432.2675,63748182027.27826,-568334308017.1959
118,tiktok_under_4s_watched,1765397048.4372966,1765397048.933397,-44915438289523.69,-15214670732617.066,-38393083153.16413,-68695952834.21161,-79573820029.80229,-52343632626.54418,-151373408352.91483,-196587720552.20685,-66586404748.63649,-25090276409.257095,-2694252660824.905,-309858116447.92816,-79895141860.33768,-63026186206.0272,-49363900333.429405,-16156077912.960459,-422317465881.8722,-1827783146297.914,-462091126268.9183,-3200942679706.2285
119,tiktok_under_4s_watched,1765397051.109204,1765397051.6053054,-27551459841114.016,-9934659757571.367,-25293363116.2837,-47094458345.30309,-83416616119.45312,-9746288475.989986,11865309541.649738,-111336917429.68045,30299754460.786785,1966418930.6504908,-222605060987.52646,-1360152999697.6946,-115771029386.26416,-45401771978.70575,-158859623826.83795,-10939934146.46084,-355226142528.5448,-1737466574813.2646,-371668262800.5337,-3052522027662.69
120,tiktok_under_4s_watched,1765397054.4373696,1765397054.9334686,-12383297537650.703,-1683920328270.4814,-23796897100.739582,-133357065353.43845,-92946515679.49196,-9938180286.975222,27316256836.235626,-46878263677.96387,-11039900924.764425,1948126309.7165859,654298370439.187,-618347379976.9313,-112983042379.82042,-63025674637.75396,-190393135136.86932,-17835015091.483505,-448266842710.1506,-1913166220378.455,-432164422479.42334,-3286388630710.1143
121,tiktok_under_4s_watched,1765397057.249895,1765397057.7459953,-27019314787198.242,-13536566611589.246,-38046506819.893036,-141298801410.34595,-32629097504.52536,-33128992191.407494,-108317700057.60918,-114161244297.00471,-29758540951.890743,-18131943545.7133,-2360483462553.1714,757370226527.8127,-68884759057.34108,-92762391879.99937,-121540217451.90955,-6185601309.001725,-406610912071.61957,-1883212060061.4668,-428684755326.6439,-2806097155099.998
122,tiktok_under_4s_watched,1765397060.3905444,1765397060.8866422,-21786026382655.797,-12879532077982.43,-71167177878.38255,-109394267240.17543,-81122501627.4576,-30308408722.76941,-18498004563.759197,23783810556.59136,-9726868743.434574,-10307393435.30067,-1459357565097.0176,-161148259072.5675,32681548488.38568,-62431370235.10849,-154688489358.3732,-5191158889.335239,-426068533694.51715,-1631013420571.8882,-363593323752.8051,-3341565927784.6016
123,tiktok_under_4s_watched,1765397062.3124356,1765397062.8085322,-17331015033468.004,-13173214199749.37,-43271552275.91614,-38658148882.04786,-72143070464.50931,-28529344872.30386,-63174326454.649734,-58358497749.10153,-51035380359.05003,-24826319102.109493,-1823763762430.1453,-1082069188989.5232,45546774153.497894,-45956429457.18804,-108543455123.40736,23543915897.820827,-297954226486.7932,-1416767497692.4973,-182494539941.1998,-2883727027825.7246
124,tiktok_under_4s_watched,1765397063.624949,1765397064.1210492,-43605693491645.266,-16449389355596.816,-24586574340.750088,-17758896938.249928,-23672094814.75715,-40968063334.0746,-139321456134.72165,-85698914020.76404,-39899632867.40036,-18294951818.61072,-2127591076125.317,109297855148.85976,-121709352058.12521,-43495600551.05806,-116343449085.24585,11693746273.80578,37815904561.81227,-316870657829.08673,43058794710.6716,-473543536163.9032
125,tiktok_under_4s_watched,1765397151.0938363,1765397151.5899303,-46958070740937.6,-21330922744823.055,-46327071306.574425,-135751950710.9067,-50405245440.7899,-56041215958.309296,-76312124473.31528,-67867828087.06871,-52679225872.96982,-6250452652.439462,-5102673262018.707,-1340198565269.9385,-79475232496.22556,-55075014114.4251,-227899861018.09152,-8343171121.510066,-259769591120.3652,-376600102619.0804,64505820275.36035,-505735214022.4687
126,tiktok_under_4s_watched,1765397152.3594544,1765397152.8594508,-49693817227144.98,-15819315171855.791,-39743643795.382065,-122374365902.94862,-111432381560.40259,-58465757835.97308,-73174155159.71234,-80271730446.96855,-19457925679.816177,-27764747516.68358,-6730300656551.846,-4316420729635.8936,-205538097559.782,-57148262640.675186,-101939492540.34831,-21692940766.278755,-912184463870.5093,-2716533089729.9414,-415230644073.6873,-3624210690625.8706
127,tiktok_under_4s_watched,1765397153.8125634,1765397154.3125591,-53063511050843.664,-21048865510218.594,-55992799983.1573,-118639351630.7665,-105631297602.26447,-55189144057.59006,-98238717467.28654,-225375553241.1969,-31533472164.95261,-19340711290.456482,-1223998636225.1023,-448593998295.2288,-234015228476.814,-44979608864.41014,-126821335835.3719,-3159058243.9261327,-504369666514.47253,-631201035695.7607,70630310295.22519,-1918993682399.3987
128,tiktok_under_4s_watched,1765397155.3125522,1765397155.8125482,-63118480484494.68,-18841497810938.234,-73118795702.96806,-131024513779.63022,-112901838494.50989,-56441447056.28651,-100740367619.27722,-127955794888.47818,-9791147856.259449,-12658274569.090544,-4493271070191.212,-1011889424139.0018,-219267761036.91858,-54048122371.186554,-167520064983.81863,-12330265779.017653,-482982022973.1051,-563785612067.6461,72303867121.98897,-2246688833400.638
129,tiktok_under_4s_watched,1765397156.7187896,1765397157.218784,-44473147556117.82,-38118179377728.84,-138040847949.88666,-98183711409.13144,-133208727306.19884,-54167964455.09466,-111399666122.19437,-174069219544.5751,-46077560038.77709,-19687133490.46266,-6432690642834.237,-1643328038415.6162,-242262773572.24588,-51607003280.79974,-142119845146.09567,-5776817894.598209,-418601184207.1465,-570843584416.0906,67020206252.11267,-2045778969084.9626
130,tiktok_under_4s_watched,1765397163.0937254,1765397163.59372,-52694849036137.734,-17435112678837.678,-109958116902.76399,-82971500960.3127,-74074117187.79378,-37824904508.90911,-67300302071.51052,-216998985511.1892,-47885890803.91613,-4848533563.007207,-2555176700234.9517,-1701772862877.3274,-285345731205.3992,-34243357450.730522,-76780128094.73627,-644047992.853276,-643334812901.1876,-649933369460.5957,56827583076.510864,-2103387917437.8025
131,tiktok_under_4s_watched,1765397164.6405864,1765397165.1405833,-34971943504547.883,-16901627900848.209,-87034641104.64551,-133588899886.84906,-63514828712.78996,-60923456454.3183,-111817358959.85777,-102004102776.08759,-36286850413.89287,-23970500307.515514,-3930881593025.5947,-2476972381192.256,-199310488393.34427,-62734873872.23886,-169653596356.5588,-13660007017.233349,-520311182069.27246,-574833210317.7109,78568561755.97333,-1961569488926.405
132,tiktok_under_4s_watched,1765397186.2029023,1765397186.7028973,-43076361309918.75,-13341190827588.72,-41155455188.60808,-108982436149.02168,-98719899354.83836,-53550549090.63755,-153860429452.17926,-113166546439.26303,-24677160287.948605,-16635813152.138191,-2486714221047.146,145330617732.74963,-133362514007.74345,-36900435645.554634,-142836534998.3611,-14700954742.389248,-489638458167.24347,-524682368982.48706,71753926211.11235,-1979125157375.2725
133,tiktok_under_4s_watched,1765397187.84351,1765397188.343506,-38295979659804.625,-19095060743764.24,-69192625288.26425,-40756444334.00881,-142198123517.2599,-44868988065.97798,-77565048130.6423,-46848786354.682556,-36180508162.59579,2438943209.873967,-1824885676550.9678,-995564104992.7151,-83151623822.63817,-64387518731.723175,-109034136497.60484,2534015714.2493896,-1048774804780.2533,-2315321946127.1064,-355049981885.7279,-3719958547608.3496
134,tiktok_under_4s_watched,1765397190.1403606,1765397190.640355,-50014863542392.234,-21081358403034.848,-53570318989.42932,-123175441286.62596,-87940613013.94994,-41342695458.744156,-77454369156.53737,-126613045327.5442,-13493865883.889122,-23475527518.32502,-530474404986.8222,-159748627006.06738,-296826072659.8216,-113129168159.76877,-189225581536.66925,-9800778355.948153,-486549543144.25464,-524949972985.75244,74658485217.13599,-2011350924143.0051
135,tiktok_under_4s_watched,1765397316.138206,1765397316.638198,-38482745039501.12,-18927704943392.574,-48467245066.69863,-31624939711.12206,-70850485057.6734,-45234134755.17549,-53484484242.983986,-196136301593.52264,-19860498678.6339,-16811262331.016973,-3116739502296.121,-2888883744433.107,-186359498401.95294,-35366019644.985016,-134880414296.61218,-4990817026.166285,-390109879264.6278,-665404381280.9244,60513759185.23154,-1934557627225.4583
136,tiktok_under_4s_watched,1765397319.7943738,1765397320.294362,-42738545452485.65,-26008858104976.977,-78581905452.88141,-53147735999.27336,-68767846193.86789,-57274499402.19119,-167724514068.47134,-205022909541.46494,-35067464416.950874,-25882020037.866646,-4297141305496.088,-1405955673773.6445,-162373846755.01807,-70006141342.25204,-212741515913.62247,-2785432975.6400423,-413179590062.3098,-540654751971.02795,72078396193.9039,-2247727584399.139
137,tiktok_under_4s_watched,1765397363.808988,1765397364.30898,-37342048927796.74,-21200892347489.027,-57066009606.34199,-54716802306.358734,-26580434064.393402,-61793718831.25386,-134772186798.84848,-65860676432.46005,-32874877592.74692,-7016050444.906861,-6982495740250.663,-2750936716196.802,-111339989256.61996,-41888678699.7045,-229339188860.96164,13119282108.39689,-605503750396.1738,-555533155395.8907,74066967812.39183,-2294118768072.5415
138,tiktok_under_4s_watched,1765397367.5589232,1765397368.0589187,-48577192990513.83,-28682397454769.402,-62497768514.69153,-90626736301.6532,-46411722629.422554,-30091070976.38882,-5107770590.439,-320713708309.77203,-39123398301.16648,-15874203004.40839,-3421488639012.6997,-3011486886965.457,-214163051940.94797,-20093888828.94518,-114625115252.76164,6061037677.177597,-371455350534.0378,-612632714894.0106,72162275753.25151,-2099885745265.6956
139,tiktok_under_4s_watched,1765397378.6680756,1765397379.1680644,-30922978282457.562,-14854141552827.71,-72587951789.46672,-105593091312.16887,-108160961069.48183,-22344075338.806465,-107293981137.4192,1717564621.5876129,14473715350.808199,9667612067.664661,-2537269536015.629,-1036262050561.014,-329211978185.2385,-48412097421.98603,-82534182401.3057,21091907030.18666,-705542520105.6962,-709473642875.4128,54319491592.65891,-2384151981745.947
140,tiktok_under_4s_watched,1765397432.8076382,1765397433.307634,-18010192007477.926,-8571465125271.546,-36990742962.522446,-54964381266.29839,-19808685179.36591,-46142415790.28743,-61479681787.766525,-105374262896.64374,-28835329647.65229,-1454493148.7104378,-2471132004434.225,-2011083155397.3252,-107170316819.14815,-50503226561.01893,-90869874199.34218,1714401853.0608482,-476869595259.11615,-1099596639141.0984,15780972661.19295,1429461901829.142
141,tiktok_under_4s_watched,1765397502.0410526,1765397502.541044,-20020868508755.53,-16622162029364.617,-41249892511.250084,-7455082483.235841,5357866985.38408,-26957412061.782074,-103692305239.21877,-55755948908.65359,-30953890398.16933,-20053604396.32423,-2760312874437.415,-2970956999004.106,-372978330977.5148,-59891646520.66249,-172924956888.4583,577511193.2924542,-407439388371.4186,-1005251314207.8356,13414996025.073973,1419317589016.3826
142,tiktok_under_4s_watched,1765397602.773175,1765397603.2731612,7363703766686.819,-13758223490837.617,-28151682344.055996,47217169339.007744,3627969740.8821583,-8248825865.92774,-60378124151.27598,-22677898615.444237,-52585446155.22755,-8452655371.06624,-547835568604.2886,508619135154.9866,-115206041110.35568,15564230189.62441,-54461124583.470375,4837899099.514723,-435136221337.84314,-917276734281.4058,17293492500.455933,1387004683446.746
143,tiktok_under_4s_watched,1765397606.1480737,1765397606.6480598,-33315005417710.855,-8498131977985.712,-37676763217.48779,-26744657603.02697,-31647209851.413486,-49670306418.17991,-125108228785.14423,-172660699322.2084,-40499881558.93703,-25536435242.030884,-4078727218926.134,-440929493236.8158,-190361024944.37158,-20108338783.842,-89823811096.45323,5822730048.9602,-326392851461.0475,-1397495403225.6487,-30565039151.743893,459546819771.1692
144,tiktok_under_4s_watched,1765397609.1011088,1765397609.6010964,-38828608575951.07,-22118677025822.69,-44723797205.2842,-16081103391.871101,-937767108.5288236,-66966582920.55081,-143680407792.13544,-117279671225.94048,-31356033.385261692,763032406.9807656,-3391709400587.3926,-692379191968.0376,-301666872902.8565,-59031286714.37223,-145774722563.38864,-1587000385.5753057,-447061590646.3843,-1034678915593.1641,21843027967.066254,1318420905845.5593
145,tiktok_under_4s_watched,1765397610.226078,1765397610.7260623,-48607162984287.33,-13294833791514.17,-24446595789.388023,-69692910678.72057,-32157029884.143177,-74646296710.70166,-197139724494.24933,-148656131069.8764,-44504073967.81017,-20089257602.80385,-4501551702693.648,-3712970271559.914,-281872048761.7364,-19249067687.138832,-141582342521.2132,3918217211.382864,-413592589149.3145,-1069773458443.3157,17032387530.37485,1397278257896.722
146,tiktok_under_4s_watched,1765397611.397917,1765397611.897902,-44477619164049.73,-9465154759176.297,-46575402653.38253,-14426040373.148315,-77192631323.90002,-54873207821.60361,-111309471368.54742,-237953755468.44745,-31595129611.240166,-7998774923.434383,-1313402008987.3406,-721575929019.7316,-206310902385.46442,-41403256863.28965,-232701597634.92142,-10266132472.249712,-595109565798.6661,-1031521765923.0148,21371355685.063553,1441828668032.841
147,tiktok_under_4s_watched,1765397618.4289625,1765397618.9289503,-48869283606186.02,-24836683833437.875,-47284406053.37039,-49221356280.86154,-70691209051.88249,-63573824869.29113,-84566459735.97716,-62714071679.51295,9147975187.569483,-437129825.2868091,-5168105661993.943,-2970302748980.003,-129915860506.51346,-42216778424.70707,-83618004242.93367,-7191386100.784923,-566265317538.9634,-863001458302.2936,15754136833.204756,1424123736633.8135
148,tiktok_under_4s_watched,1765397620.4445317,1765397620.9445195,-53114084189698.06,-12886851938864.754,-55879689172.38536,-104284477049.45837,-43319839939.0135,-49351762589.68929,-162852175777.26022,-160486884573.50552,-72345773451.95227,-15547601530.675695,-4374450953548.4136,-2719860931873.933,-215865624168.3565,-53048436887.336624,-172678831933.81128,-4288733731.6543083,-615844543181.8688,-926442541936.2858,21023355369.147415,1262705191817.3289
149,tiktok_under_4s_watched,1765397666.3806686,1765397666.880654,-51441041022650.36,-12817729278177.473,-44026840729.96511,-134328289944.82541,-95420422660.65587,-45704243243.9514,-68560965819.56762,-367321513977.1012,-16343828556.10572,-18744449220.502724,-3044663197132.6543,-1558187502416.5557,-517367310721.5768,-127484655381.9141,-158346979176.32193,31045835173.007984,-295628558642.5967,-242124566323.85233,-27700812053.983974,-308200962122.00525
150,tiktok_under_4s_watched,1765397674.067911,1765397674.5678935,-1372063637769.0603,-26002764833645.797,-39149058395.70326,-23756801040.3578,-73758650300.01688,-52260365958.24784,-112448326102.56744,-39470018426.07549,-32863274808.625244,-30612413082.689087,-6339031768793.075,-1752855070767.4287,-330976378850.5141,-52319275946.23286,-101208791368.0864,15675946312.131006,-319052098399.30084,-2255919132116.84,-221528387697.08057,-1405308283969.3284
151,tiktok_under_4s_watched,1765397675.9428468,1765397676.44283,-51616230830798.01,-21524166634318.21,-24638764158.239166,-19448816689.75459,-57423837557.71587,-53088216259.90384,-158040010282.28604,-100841934775.42488,-38661967509.32953,-19894969239.241882,-5656321340014.6,-1552520351514.2832,-204290713557.90274,-12601566771.233606,-193851244434.40863,12058766100.145933,-902556177670.4877,-1032628643606.3788,12076561111.30794,1201839914461.479
152,tiktok_under_4s_watched,1765397797.6271873,1765397798.1271749,13946518296766.566,3528420628391.159,-33513773260.949932,-25444126155.964878,21348774320.68979,-19766074663.857056,-133904502389.52917,-90679789613.5532,2495362731.3632526,-1035271982.961908,523069730479.21075,21831155088.994038,-195999740649.62888,-29536452765.815403,-8925246882.954418,-21343880820.984287,-1047423560909.3462,-2793717179760.3896,-470563114078.45166,-3644841578668.1304
153,tiktok_under_4s_watched,1765397806.486385,1765397806.986378,-29318910917316.277,-16408610761635.424,-29321465788.634758,-14291064414.348242,-41264051594.07123,-28367948343.456287,-173123218089.82608,-75006197864.5196,-11919867921.326498,-3787529447.440091,-4412006327340.464,-2390711680065.183,-180396855196.88037,-54903993441.66698,-129278874624.1763,877907959.3868405,-503276021890.5984,-1168864647650.766,31705152620.0995,1546090064069.1294
154,tiktok_under_4s_watched,1765397808.6894736,1765397809.189468,-65635432539267.73,-24171184996031.12,-36298719499.77807,-46157746535.83378,-47490814473.06352,-24668449501.11748,-111187779974.30809,-119332158504.4589,8398291868.657291,8933103198.225702,-2577597659871.037,-100672920163.25189,-183527506853.58618,-51139860569.462776,-33479763999.29278,-4807553593.50645,-611302311452.9193,-1082036035870.5887,29709301456.603313,1431668402376.6675
155,tiktok_under_4s_watched,1765397811.080062,1765397811.5800517,-41573200705959.21,-26653287421653.016,-61437249636.10037,-71804000378.02615,-39655482832.76259,-50591560611.43441,-185152290578.8424,-93720445625.09016,11799122307.608131,-4352587109.278475,-5468505473716.572,-1791818141413.2778,-370401472002.388,-47026130517.62771,-189248862376.3116,-8477305367.354856,-532484259004.08417,-952188868962.139,18347995368.65508,1656855527332.2502
156,tiktok_under_4s_watched,1765397812.4862916,1765397812.9862869,-50149444435773.45,-13360429724626.125,-83812225789.03384,-26808645738.364998,-4704775483.314098,-50879008057.87981,-155420255683.516,-147900877380.2517,-32025437429.063915,-23326091152.766953,-2783866492867.3228,-411598893474.24664,-147690766468.63678,-63358782832.7488,-156455893139.05957,1305736771.915443,-1175671054613.1223,-1727482446369.3127,-200509930176.23248,-3020828279610.7676
157,tiktok_under_4s_watched,1765397813.7519047,1765397814.2519045,-45691866431657.53,-20730838337264.734,-63158959773.64211,-17931828379.505913,-9191423228.15977,-28997216016.340366,-36094132770.11188,40281693729.27228,33203319332.98121,507246795.3481487,-3866253073879.6826,-2259108730516.725,-74247124876.2219,-6580508203.512093,17568523625.211914,-7996878862.311618,-521152253781.66455,-610347833307.4481,70275977201.59749,-2440631606190.303
158,tiktok_under_4s_watched,1765397821.6268442,1765397822.1268404,-7154980680602.768,-25335170223419.445,-35906390208.252464,-42170777682.84944,-79246900494.74808,-31078293600.334858,-59310606073.27595,-229703591092.82117,-3704904519.3046594,384548258.70253974,-2712530708547.775,-1346081066038.773,-136310397746.40733,-86508936080.75217,-176528040313.61926,1435243517.9558527,-772159080391.014,-1534395237413.8564,-188740909845.78067,-4014065255499.768
159,tiktok_under_4s_watched,1765397841.3610237,1765397841.861018,-25464087748747.016,-15744275558897.057,-53952734501.705795,-55919059761.221344,-75557989692.73573,-40473381977.59709,-147980631596.35492,-205779770081.63626,-35609283977.84729,-32594713497.61092,-3651240099537.832,-313258626942.52936,-122965878247.14693,-17198941081.046837,-105193195496.62447,260871560.3033265,-631084799121.9905,-536467863411.35223,95102037675.74596,-1879263663918.3157
160,tiktok_under_4s_watched,1765397842.6266344,1765397843.1266282,-38171934889341.28,-18556023769956.824,-66752838290.83681,-47015848316.18774,-71794644144.17949,-53109691140.32803,-91959289105.07535,-121420802270.8468,-14022715334.180534,-29968899777.70484,-5393935203864.139,-1298105436768.4714,-263301279209.77103,-53189738677.60541,-270514000962.00015,-786462938.5278327,-459078276678.05695,-682831415841.0618,74921235239.93338,-2124565676776.7344
161,tiktok_under_4s_watched,1765397844.407863,1765397844.9078596,11148858874193.379,11852429316264.588,-7721980581.942545,13860231519.227179,-59925310380.97282,5213977976.393431,-16315978644.682068,-4263004520.365597,-40134018815.11217,-6762861459.906812,4224801047485.9966,182768669376.67117,13251785726.385506,-22853678598.86485,-130704961358.4092,-19286062057.731003,-384046008389.511,-618890638394.0713,86724779256.87428,-1848551291746.8708
162,tiktok_under_4s_watched,1765397862.5483112,1765397863.044407,-45386329153529.68,-13076470747044.535,-26855303384.710567,-74316751512.0043,-68447604847.07629,-63399054732.43142,-98818801286.26184,-83991482001.44153,-46991560506.30935,-23044895742.71568,-2351014776436.888,-272798118710.21436,-181668987296.26428,-66126029893.007614,-60691754951.24034,-5640479272.528646,-269132387214.1772,-771907076878.7089,23037680002.44618,2353349254765.1577
163,tiktok_under_4s_watched,1765397864.4233122,1765397864.9233117,-49014586910680.61,-18434865444352.766,-8118178438.891966,-41867639500.92928,-92084807491.34486,-48899177130.466675,-82072900271.32555,-42623338742.07529,-14502807309.93007,-15396925802.955818,-4633978645828.633,-76533971266.25906,-139447842306.2206,-42374383267.05016,-169403130723.56406,-8874371091.7874,-451423009261.7251,-927019146215.6134,11633262532.709143,1364488607779.26
164,tiktok_under_4s_watched,1765397916.4078062,1765397916.907804,4814993514396.033,-2635152149060.7837,15728788114.525604,-14693296551.621464,11274964790.554226,-19339271606.544556,-1505029117.5604055,-87439233054.87584,-19813262913.10553,-24972181655.131645,1389040615874.787,1447688250391.1367,-149399919120.78604,-6884442678.64535,-63743833510.47617,-4888329266.046025,-481375277809.196,-981546221813.8977,22086657066.451912,1351564800002.8936
165,tiktok_under_4s_watched,1765397920.0171783,1765397920.517177,-14140359168066.7,-7042867323445.231,22176379974.347874,9190321545.886404,34500293710.47064,-20237851954.448357,-123365031647.43129,-73215102803.97643,-14771793505.02858,-2632950842.530927,-914863129579.0648,-2610963145839.273,22548650944.11507,-54875137220.1558,-94077144759.92159,2758219401.5369077,-366411767787.6494,-772362376666.4899,10708850425.647493,1198415225268.647
